season,scheduled_date,attendance,market,name,team_code,team_id,alias,current_division,points_game,win,opp_market,opp_name,opp_code,opp_id,opp_alias,opp_current_division,opp_points_game,venue_capacity,opp_venue_capacity
2007,14-MAR-08 12:00 AM,15355.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,67,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,60,16280,18809
2005,15-JAN-06 12:00 AM,18500.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,62,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,59,16280,18809
2007,15-JAN-08 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,66,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,60,16280,18809
2012,19-JAN-13 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,59,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,56,16280,18809
2015,23-FEB-16 12:00 AM,14257.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,81,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,62,16280,18809
2008,25-JAN-09 12:00 AM,18767.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,67,16280,18809
2001,26-FEB-02 12:00 AM,19200.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,81,true,The Ohio State University,Buckeyes,518,857462b3-0ab6-4d26-9669-10ca354e382b,OSU,D1,76,16280,18809
2012,09-NOV-12 12:00 AM,3086.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,62,false,University of Connecticut,Huskies,164,efba5350-79bc-47aa-a189-db177b95b491,CONN,D1,66,16280,15564
2010,23-NOV-10 12:00 AM,2400.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,67,false,University of Connecticut,Huskies,164,efba5350-79bc-47aa-a189-db177b95b491,CONN,D1,70,16280,15564
2013,30-MAR-14 12:00 AM,19499.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,54,false,University of Connecticut,Huskies,164,efba5350-79bc-47aa-a189-db177b95b491,CONN,D1,60,16280,15564
2008,04-APR-09 12:00 AM,72456.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,82,true,University of Connecticut,Huskies,164,efba5350-79bc-47aa-a189-db177b95b491,CONN,D1,73,16280,15564
2013,28-DEC-13 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,101,true,University of New Orleans,Privateers,474,e7ff6d5c-07e9-42af-955d-0a0b8c1e2288,UNO,D1,48,16280,8933
2002,08-DEC-02 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,79,true,Cleveland State University,Vikings,148,e30c0417-b220-424e-886e-dd1249e2ca5a,CLEV,D1,47,16280,13610
2005,16-DEC-05 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,83,true,Cleveland State University,Vikings,148,e30c0417-b220-424e-886e-dd1249e2ca5a,CLEV,D1,75,16280,13610
2006,30-DEC-06 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,74,true,Loyola University Maryland,Greyhounds,369,175d34a7-3823-4e4f-9f11-2464f55360b8,L-MD,D1,61,16280,3000
2003,29-NOV-03 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,77,true,University of Pennsylvania,Quakers,540,e6c94452-1adf-4fb9-90e5-10f165c57c5a,PENN,D1,52,16280,8722
2010,12-NOV-10 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,96,true,Eastern Michigan University,Eagles,204,2ed86226-3fff-4083-90fa-6b02307e6f73,EMU,D1,66,16280,8824
2014,17-DEC-14 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,66,true,Eastern Michigan University,Eagles,204,2ed86226-3fff-4083-90fa-6b02307e6f73,EMU,D1,46,16280,8824
2015,23-NOV-15 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,89,true,Eastern Michigan University,Eagles,204,2ed86226-3fff-4083-90fa-6b02307e6f73,EMU,D1,65,16280,8824
2011,27-NOV-11 12:00 AM,3711.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,72,true,Eastern Michigan University,Eagles,204,2ed86226-3fff-4083-90fa-6b02307e6f73,EMU,D1,40,16280,8824
2015,13-NOV-15 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,82,true,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,FAU,D1,55,16280,5000
2013,29-NOV-13 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,98,true,Mount St. Mary's University,Mountaineers,450,5fe4a398-1699-4442-a364-305b2f0ac01e,MSM,D1,65,16280,3500
2009,19-MAR-10 12:00 AM,10851.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,70,true,New Mexico State University,Aggies,472,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,NMSU,D1,67,16280,12482
2010,18-DEC-10 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,90,true,Prairie View A&M University,Panthers,553,91ec9ba2-12e5-4a75-9410-a166c82163fd,PV,D1,51,16280,6500
2001,12-NOV-01 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,80,true,University of Detroit Mercy,Titans,184,1b78e7f6-f25c-4921-98e2-9bc565f8dfb4,DET,D1,70,16280,8295
2005,19-NOV-05 12:00 AM,9431.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,62,false,"University of Hawaii, Manoa",Warriors,277,d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,HAW,D1,84,16280,10300
2013,17-DEC-13 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,University of North Florida,Ospreys,2711,09920a5f-1b25-466c-b5ae-6167214f5ba9,UNF,D1,48,16280,5800
2009,26-MAR-10 12:00 AM,26377.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,59,true,University of Northern Iowa,Panthers,504,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,D1,52,16280,6650
2003,16-DEC-03 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,73,true,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,60,16280,10411
2002,21-DEC-02 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,65,true,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,56,16280,10411
2016,06-DEC-16 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,77,true,Youngstown State University,Penguins,817,da7d41bc-48b0-4a04-948f-792d6470bcb5,YSU,D1,57,16280,6300
2006,09-NOV-06 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,86,true,Youngstown State University,Penguins,817,da7d41bc-48b0-4a04-948f-792d6470bcb5,YSU,D1,61,16280,6300
2004,04-DEC-04 12:00 AM,13104.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,83,false,George Washington University,Colonials,249,d52c3640-069c-4554-982e-e6537c8044f1,GW,D1,96,16280,5000
2012,08-DEC-12 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,73,true,Loyola University (Illinois),Ramblers,371,61a3908a-7492-4b6f-809e-12c61976bb0a,L-IL,D1,61,16280,4486
2002,17-DEC-02 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,80,true,Loyola University (Illinois),Ramblers,371,61a3908a-7492-4b6f-809e-12c61976bb0a,L-IL,D1,54,16280,4486
2014,21-NOV-14 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,87,true,Loyola University (Illinois),Ramblers,371,61a3908a-7492-4b6f-809e-12c61976bb0a,L-IL,D1,52,16280,4486
2011,04-DEC-11 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,110,true,University of Nebraska Omaha,Mavericks,464,68d2aa5b-714f-4652-96f3-b71e1752413f,NEOM,D1,68,16280,7500
2009,13-NOV-09 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,97,true,Florida Gulf Coast University,Eagles,28755,5326c079-3dc3-468f-a601-b776dd9c1e62,FGCU,D1,58,16280,4633
2016,20-NOV-16 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,Florida Gulf Coast University,Eagles,28755,5326c079-3dc3-468f-a601-b776dd9c1e62,FGCU,D1,77,16280,4633
2002,28-DEC-02 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,76,true,Jacksonville State University,Gamecocks,315,13358462-e05b-4449-8688-90c4622cdde8,JVST,D1,52,16280,5300
2008,01-FEB-09 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,68,false,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,72,16280,15261
2007,02-FEB-08 12:00 AM,11159.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,76,false,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,85,16280,15261
2016,07-JAN-17 12:00 AM,8722.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,63,false,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,72,16280,15261
2010,08-JAN-11 12:00 AM,8564.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,62,false,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,66,16280,15261
2010,12-MAR-11 12:00 AM,18377.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,48,false,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,61,16280,15261
2009,04-MAR-10 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,67,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,65,16280,15261
2004,05-JAN-05 12:00 AM,5637.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,84,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,58,16280,15261
2004,05-MAR-05 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,90,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,64,16280,15261
2013,06-FEB-14 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,82,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,67,16280,15261
2011,08-FEB-12 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,77,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,57,16280,15261
2016,09-MAR-17 12:00 AM,12189.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,51,16280,15261
2010,10-FEB-11 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,75,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,57,16280,15261
2015,10-JAN-16 12:00 AM,10855.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,92,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,65,16280,15261
2009,13-FEB-10 12:00 AM,14017.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,65,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,54,16280,15261
2003,14-JAN-04 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,76,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,58,16280,15261
2008,14-JAN-09 12:00 AM,10270.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,73,16280,15261
2012,16-JAN-13 12:00 AM,6585.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,81,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,72,16280,15261
2001,19-JAN-02 12:00 AM,12507.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,77,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,65,16280,15261
2007,20-FEB-08 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,86,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,49,16280,15261
2006,20-JAN-07 12:00 AM,13347.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,91,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,64,16280,15261
2014,21-JAN-15 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,66,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,60,16280,15261
2002,22-JAN-03 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,70,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,36,16280,15261
2003,28-FEB-04 12:00 AM,11777.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,67,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,42,16280,15261
2015,28-FEB-16 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,88,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,57,16280,15261
2005,28-JAN-06 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,69,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,60,16280,15261
2013,31-DEC-13 12:00 AM,7397.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,79,true,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,D1,63,16280,15261
2012,28-NOV-12 12:00 AM,5791.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,59,false,University of Miami (Florida),Hurricanes,415,7aec5187-cb1b-45e5-8f7d-406d766cdc73,MIA,D1,67,16280,8000
2016,17-MAR-17 12:00 AM,14715.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,University of Miami (Florida),Hurricanes,415,7aec5187-cb1b-45e5-8f7d-406d766cdc73,MIA,D1,58,16280,8000
2009,22-DEC-09 12:00 AM,16734.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,68,false,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,79,16280,16540
2010,22-DEC-10 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,55,false,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,67,16280,16540
2002,30-MAR-03 12:00 AM,30169.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,76,false,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,85,16280,16540
2006,16-NOV-06 12:00 AM,8103.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,63,true,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,61,16280,16540
2008,20-DEC-08 12:00 AM,17074.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,67,true,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,63,16280,16540
2013,21-DEC-13 12:00 AM,15832.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,92,true,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,78,16280,16540
2007,22-DEC-07 12:00 AM,22076.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,78,true,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,72,16280,16540
2012,22-DEC-12 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,67,true,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,D1,56,16280,16540
2010,04-DEC-10 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,74,true,Bowling Green State University,Falcons,71,a9e4d292-d074-40e7-a81a-f9342929b979,BGSU,D1,39,16280,4387
2011,17-DEC-11 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,74,true,Bowling Green State University,Falcons,71,a9e4d292-d074-40e7-a81a-f9342929b979,BGSU,D1,60,16280,4387
2012,18-DEC-12 12:00 AM,4291.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,64,true,Bowling Green State University,Falcons,71,a9e4d292-d074-40e7-a81a-f9342929b979,BGSU,D1,53,16280,4387
2005,30-NOV-05 12:00 AM,14759.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,88,true,Georgia Institute of Technology,Yellow Jackets,255,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,GT,D1,86,16280,8600
2006,07-JAN-07 12:00 AM,17274.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,51,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,73,16280,17472
2001,08-JAN-02 12:00 AM,17456.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,65,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,83,16280,17472
2001,08-MAR-02 12:00 AM,18996.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,56,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,67,16280,17472
2007,16-FEB-08 12:00 AM,17400.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,61,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,80,16280,17472
2012,19-FEB-13 12:00 AM,14797.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,68,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,72,16280,17472
2016,21-JAN-17 12:00 AM,17222.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,75,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,82,16280,17472
2005,26-FEB-06 12:00 AM,17276.0,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,D1,71,false,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,D1,78,16280,17472
